v1,v2,n_tokens,jsd,pillai,bhatt_dist,overlap_kde,bhatt_affinity,n_balanced_per_vowel,overlap_knn_density_k10,overlap_knn_density_k25,overlap_knn_density_k50,overlap_mvn_mc,overlap_pca2_grid,overlap_pca2_hull
a,æ,1000,0.791788461985354,0.153785436835487,0.17635756253641,0.07185093322391,0.838318178566545,500,0.4345336761451092,0.5550107094738381,0.623853483921686,0.5637940081278022,0.434,0.9432665116930373
a,aj,1000,0.819578001650552,0.0868639138783485,0.107930738816365,0.0705550759204256,0.897689769333287,500,0.6529769725309628,0.7475407572404071,0.7838085317079,0.6491820342539598,0.44200000000000006,0.9524280667211511
a,aw,1000,0.836444631393361,0.243232322072412,0.256059849618173,0.0604537616140536,0.774095638077456,500,0.4588436618861155,0.5548168806392434,0.609569282990273,0.4871903410283152,0.366,0.8947710416014805
a,ɐ,1000,0.867782414616513,0.199905420495903,0.217835063556035,0.0497100447163362,0.804258082195737,500,0.45170717957995865,0.5283298930642739,0.5819658073135439,0.5325324509681305,0.43600000000000005,0.9195502788381551
a,ɑ,1000,0.883907401034797,0.377296984880279,0.431925000456819,0.050656349563148,0.649258068917752,500,0.3764085838266175,0.47112254532941644,0.5032791400621346,0.3595092639286848,0.33199999999999996,0.8224249977392009
a,ɑː,1000,0.915269477360937,0.453707875933131,0.594287236497097,0.0326291846560231,0.551955839673306,500,0.16026318684377147,0.23252182887507755,0.2885586651643081,0.2921817255801468,0.276,0.7523467042561243
a,ɒ,1000,0.936249128796427,0.495301882471221,0.648749938243113,0.0254668975183605,0.522698774280468,500,0.15221933594630765,0.25694422527827115,0.31835914127710985,0.2642006997739849,0.234,0.8543671208187766
a,ɒː,939,0.951304067220553,0.560386670872192,0.82833518103251,0.0234037019669158,0.436775834061584,439,0.10898710036662503,0.1607283585269062,0.20350530484814422,0.21274634568893344,0.21640091116173119,0.8827115155273235
a,e,1000,0.853723620737969,0.487831736932733,0.737438197501665,0.0520578604286332,0.478337754088837,500,0.2306629258225,0.2442578079597087,0.2790952749901025,0.2282782270065351,0.244,0.820433108241549
a,ej,1000,0.913662425081864,0.452670641939445,0.61216066995629,0.0366761423129412,0.542178134578305,500,0.2109534685103643,0.273401409200117,0.3107306730205445,0.2872047806238533,0.28400000000000003,0.8658084499656479
a,ə,1000,0.85106435106816,0.247659263962028,0.291949811116602,0.0534732428186835,0.746806016392877,500,0.5064552740076794,0.5742179594073678,0.5933389835297074,0.46655508421418035,0.43200000000000005,0.8444328292232651
a,əw,1000,0.882941445746571,0.338070338462609,0.430433456793885,0.0364844301720727,0.650227188238279,500,0.299882005780191,0.37714133011536405,0.4479738320453305,0.37380831044437957,0.278,0.9744627339860324
a,ɛ,1000,0.835891159843187,0.109861979521923,0.169319376456547,0.0805813852684327,0.844239230190875,500,0.5309852060154385,0.5913999903313727,0.6451975424933487,0.5733077295951458,0.42000000000000004,0.9274077043291028
a,ɛː,845,0.835923496224732,0.149295848019957,0.204337899195712,0.0505501617452102,0.815186873655754,345,0.5495293916870336,0.6651496823190862,0.702083380515822,0.5161834567353112,0.3913043478260869,0.9405994308748146
a,ɚ,1000,0.896813932060449,0.466997564051782,0.691747013933965,0.0425357128715894,0.500700573658464,500,0.20327515872596671,0.25181996792228023,0.3008196524633795,0.2554881027819097,0.31000000000000005,0.8494281355511915
a,ɝ,1000,0.932133365486064,0.542940903516095,0.809763800514646,0.0255517798004761,0.444963153879575,500,0.1597148725638572,0.24715717192257847,0.28951218622810015,0.2150422370268785,0.28600000000000003,0.8247716969931852
a,i,1000,0.925650772211574,0.550833214656088,0.844965528761306,0.0314396476506907,0.429572165840184,500,0.16464146094699736,0.21279815150342318,0.23048977729554349,0.2097732097741749,0.20600000000000002,0.6947938377264756
a,iː,1000,0.968583394005968,0.655246583428003,1.21110366593772,0.0089461885795512,0.297868350796912,500,0.051730003870376545,0.08507335337088906,0.10899461576841177,0.12770871614962193,0.128,0.6651811596280219
a,ɪ,1000,0.898907777045173,0.390387977551943,0.472956368689475,0.0393202127837013,0.623157259752423,500,0.3705352666283276,0.416250038823337,0.43816984518956675,0.35344354741919226,0.324,0.8130125046293607
a,o,1000,0.858590998575236,0.452123605829267,0.711301343229878,0.0476280866923113,0.491004815730866,500,0.2999465058725399,0.34283679489497165,0.3524897180864756,0.24093421944421567,0.258,0.7913999002020956
a,ow,1000,0.898500611306019,0.502428451718205,0.756561786898338,0.0427822837676742,0.469277131231922,500,0.14617944223047938,0.2545600622917672,0.3337684499532496,0.2395765597929048,0.22400000000000003,0.8018236251644454
a,ɔ,1000,0.839272870763168,0.311999831998417,0.396194511546058,0.0579637540619313,0.672875801095144,500,0.40169620507004966,0.47301547817692846,0.4824622603551127,0.4038186134241883,0.31800000000000006,0.8610919435717268
a,u,783,0.876263100657715,0.443105782831732,0.855175158270286,0.040142705888165,0.425208705737695,283,0.18036063345705486,0.22893115899589295,0.28268100258167517,0.1854561045527755,0.17667844522968196,0.7407392910174738
a,uː,1000,0.903252209899164,0.564655756657195,1.02328899893517,0.0515437292216774,0.359410892032728,500,0.2185241102995397,0.2560518429004295,0.26231355977904436,0.15678422928344887,0.20800000000000002,0.8324517440312029
a,ʉː,1000,0.951113765462185,0.566779099913166,0.8358417031307,0.019683138246804,0.433509441572786,500,0.16578157432663115,0.19609639061099426,0.22499441454553126,0.20413941355610174,0.22199999999999998,0.6495892484818963
a,ʊ,1000,0.88286282174644,0.404593566893242,0.562101492579579,0.0412488024481083,0.5700099326637,500,0.405825351257587,0.42295768852935506,0.4343870474069578,0.3142490240423701,0.3440000000000001,0.8264851347154711
æ,aj,1000,0.822445545407521,0.175283573014885,0.212136673528641,0.0717046152221927,0.808854141061983,500,0.4188006951182597,0.5480223838591054,0.6273471828720364,0.5370458560956755,0.418,0.9688481455921836
æ,aw,1000,0.873647224283902,0.397866116123493,0.481394756022815,0.0364859370620118,0.617920941537268,500,0.19248881413099056,0.2949779255663443,0.37696694468594283,0.3415090914943566,0.31400000000000006,0.8836568392021311
æ,ɐ,1000,0.869175448224219,0.41648892271532,0.505866167328921,0.0390129693724765,0.602983064938209,500,0.21173657571038376,0.27508227945385433,0.3420315114281322,0.33156796284708834,0.288,0.8589039047538802
æ,ɑ,1000,0.923251957355007,0.537892283324676,0.756584470829036,0.0313154387091979,0.469266486302734,500,0.15953048144177776,0.24071524931103924,0.300280109796814,0.23325609318613152,0.262,0.758974287850032
æ,ɑː,1000,0.942861021197011,0.587022397951311,0.919763257697615,0.0176616643784479,0.398613398568608,500,0.06379208923674257,0.11228705050086726,0.16197684681308633,0.18556199337586438,0.21799999999999997,0.6427908594504468
æ,ɒ,1000,0.947024884364247,0.621476104771198,1.05046994297215,0.0144012787026673,0.349773336960463,500,0.056218513185072816,0.12476459293983565,0.17660772483839743,0.15783352472792575,0.152,0.7966457731926612
æ,ɒː,939,0.983975527093229,0.66999687814419,1.26505403526276,0.0061785425138495,0.28222404567803,439,0.046141663248943095,0.08770303972543393,0.12910029123710082,0.12595237427031056,0.14123006833712984,0.7663370465553832
æ,e,1000,0.904264236725338,0.52062302769067,0.78542955857331,0.0455262733281736,0.45592381373299,500,0.11549178097311714,0.1872164122353085,0.2369263771781232,0.21643236741902588,0.23000000000000004,0.8599436018005281
æ,ej,1000,0.892300666563703,0.439232410678236,0.55792144635572,0.0409492671570376,0.5723975873071,500,0.19932724984171488,0.28867785158379566,0.3527044822169013,0.30837007094952484,0.28,0.9095245356681222
æ,ə,1000,0.888564115358958,0.410297689545721,0.52444003868973,0.0383238466378867,0.591886705244121,500,0.28307727917891423,0.3798573554092111,0.44300422776461146,0.32643627024393657,0.31600000000000006,0.8652352052478124
æ,əw,1000,0.943094516062124,0.502440148861731,0.756831624765637,0.016973601530341,0.469150519574737,500,0.13077308478415503,0.2030888878133417,0.27425492633099596,0.23515344090478124,0.234,0.8493048922610451
æ,ɛ,1000,0.804640661460998,0.165084694466985,0.245211449121519,0.0941781403002611,0.782539053551261,500,0.4906796364158533,0.5680740195725822,0.6346532108429517,0.49784900534252785,0.426,0.9926361379568788
æ,ɛː,845,0.828930918887285,0.226472878837173,0.297566530585897,0.0663021254285399,0.742623174422307,345,0.3602715754606204,0.5231700841191157,0.5920927135958672,0.43802982146580705,0.32173913043478264,0.9444866805518267
æ,ɚ,1000,0.942538620085923,0.581044851517333,0.957547950089228,0.0172007587888248,0.38383291046449,500,0.08571915444110823,0.1295868481847935,0.1690276158728417,0.17545552530626363,0.224,0.7418855322521751
æ,ɝ,1000,0.964410152085741,0.638758458628681,1.13609021990099,0.0140303813163037,0.321071891489557,500,0.06116641895159135,0.10742560783431421,0.14258120845941635,0.14211858936594635,0.178,0.7025364738411431
æ,i,1000,0.920085311111976,0.560780783357437,0.852558022277355,0.0255855130407785,0.426322992229615,500,0.10846257968530795,0.17748856996831497,0.22668968350985944,0.19922211372748838,0.194,0.7347693322587883
æ,iː,1000,0.967138391869735,0.64155742693709,1.13865710632991,0.0096867398934818,0.320248793260365,500,0.052856549250058366,0.09851380822775065,0.1322408925860733,0.14031601107356434,0.14600000000000002,0.7086704191015438
æ,ɪ,1000,0.88586626573389,0.426102631183788,0.533344887206092,0.0361802044840209,0.586639441513413,500,0.26320141590843615,0.36463304635177896,0.4355896548569348,0.3270062238835698,0.318,0.8443792232080449
æ,o,1000,0.949535246577569,0.616373185914353,1.13300419083776,0.0109866841509853,0.322064259128195,500,0.08977361853863375,0.14028486131320375,0.18484101368401334,0.14136477667275157,0.14600000000000002,0.7161462292271213
æ,ow,1000,0.959938815634479,0.659324860312473,1.22406226425622,0.0172335732368036,0.29403329661719,500,0.04857918694737391,0.11375215712655024,0.16881385885806252,0.12673214320922005,0.132,0.6679375975859329
æ,ɔ,1000,0.916201055191941,0.50990084447552,0.743960506245063,0.0250190044842516,0.475228039855275,500,0.14018868419448585,0.20243548057651556,0.24795840889690307,0.23851024008525928,0.202,0.7519667687104079
æ,u,783,0.93510288599271,0.55892394838693,1.11702888296035,0.0206437536466738,0.327250651631247,283,0.12115889541444329,0.17407475745306744,0.2054228569142823,0.1405638266253835,0.13427561837455831,0.7830879993010689
æ,uː,1000,0.939086339213774,0.639558405409522,1.22554884956748,0.0236855032180798,0.293596515773849,500,0.0818319359120299,0.13944827231420182,0.17298248741076266,0.11796080108802794,0.15599999999999997,0.8512962940378843
æ,ʉː,1000,0.947526263046134,0.604702985720324,0.967764608160916,0.0158907249949699,0.379931385073793,500,0.09357815123709817,0.1597022081790288,0.20636542841376906,0.1756896392231507,0.224,0.6964980123389216
æ,ʊ,1000,0.91115110999369,0.518982385438318,0.814304086570637,0.0220365118037119,0.442947473222612,500,0.1896260593590176,0.26844708418390584,0.31802338484033976,0.2113953478991747,0.26,0.8060632989611087
aj,aw,1000,0.79426695709839,0.143719617989489,0.181096346952298,0.0759533772036526,0.834354967264886,500,0.570331176800257,0.6880583987614836,0.7131620556934798,0.563986103152207,0.47000000000000003,0.9579209245467573
aj,ɐ,1000,0.864963149017556,0.200034332861257,0.225416681252552,0.0513822814946552,0.798183561332031,500,0.4331834992347507,0.5315227064565898,0.5859512712612117,0.5187745016892411,0.372,0.9161776714801593
aj,ɑ,1000,0.866932589024409,0.295879206475078,0.379649370952401,0.0666300605602562,0.684101232929081,500,0.3749580648675077,0.5491852370570077,0.5796048637204236,0.39968290113303956,0.392,0.8731200968837879
aj,ɑː,1000,0.900312759501361,0.378812457424308,0.480493042189071,0.0315332000386396,0.618478380685938,500,0.1872289402352203,0.30362124938252816,0.3614248396294828,0.3529317099520998,0.32999999999999996,0.8346653922846268
aj,ɒ,1000,0.911051487184034,0.468795492493404,0.625132181152445,0.0216686851946596,0.535190681722309,500,0.16440433438144836,0.2949051756560947,0.3504734799807308,0.2820063080509628,0.256,0.9430538343575992
aj,ɒː,939,0.951160441852701,0.566342997394523,0.88499944067417,0.010181912782911,0.412714404120812,439,0.0822425955105881,0.1461603395349892,0.19788595110857152,0.2062230696590913,0.2186788154897494,0.8866506895038347
aj,e,1000,0.943762432646856,0.580472250464895,0.97186077590875,0.0154637439475415,0.378378305396845,500,0.07975559170676282,0.12603879823546552,0.16086127149470764,0.16810994391551445,0.188,0.7054455288784864
aj,ej,1000,0.945839783025169,0.543127818950525,0.801821906387532,0.0210308869936606,0.448511074093161,500,0.13189912215361188,0.20002605070524615,0.2392712771728352,0.219670951013372,0.21200000000000002,0.88395336964497
aj,ə,1000,0.900010478652353,0.389271573623698,0.472368833265812,0.0356998400326285,0.623523494294389,500,0.37124369394778534,0.4560950983573344,0.49237797377536574,0.34567150139227654,0.34400000000000003,0.8808898036563622
aj,əw,1000,0.89792587278724,0.354743179208346,0.46296673369827,0.0382956179289347,0.629413570421644,500,0.2744213107818124,0.38167379650024214,0.4534095266530118,0.36061835008024484,0.32799999999999996,0.942989605166846
aj,ɛ,1000,0.872791032143688,0.21549135581265,0.271898556361658,0.0598753544212892,0.76193155027815,500,0.4272605008182301,0.5116410139034505,0.5632105490494739,0.47584974504323363,0.40800000000000003,0.9858139549716746
aj,ɛː,845,0.859841754274336,0.235338682356266,0.290738596440113,0.0450189753195966,0.747711106819176,345,0.49179016119485763,0.6213025280348069,0.6535272450107912,0.44227983962749995,0.3449275362318841,0.9559430527736607
aj,ɚ,1000,0.933369915486103,0.579284745783046,0.9380917285462,0.0141560829087814,0.391373970994041,500,0.10942349214820397,0.14858316589939527,0.1945657992772008,0.1823173660346265,0.24000000000000002,0.7551964666598989
aj,ɝ,1000,0.947227363986717,0.607795442528795,0.984550784324103,0.0129730756235385,0.373607019376071,500,0.09904743272337352,0.1709264157473569,0.2241986061667215,0.16742468691438206,0.232,0.818907190444139
aj,i,1000,0.96430977837824,0.628818778358903,1.05057037934326,0.0153151440529321,0.349738208759894,500,0.08682898537397005,0.12342423457791946,0.14664310803876496,0.15078339474371227,0.158,0.6643286297646603
aj,iː,1000,0.975735062937894,0.69200141936957,1.36618044284553,0.0060461355808178,0.255079391555734,500,0.03270162416492749,0.05597180187980975,0.07169174121224692,0.10348579447508469,0.098,0.6899409849903071
aj,ɪ,1000,0.931727279392691,0.508341097561723,0.67210779308917,0.0302040585260779,0.510631137891701,500,0.23406955259504605,0.2984508693830409,0.33058876621444644,0.25673605162300217,0.27,0.8010545128980457
aj,o,1000,0.932911674166462,0.497151412452263,0.835810503678327,0.027037056828233,0.433522967040954,500,0.18071027562170686,0.24995649804338993,0.29558802256416694,0.2021867990631265,0.24000000000000005,0.7705960715340225
aj,ow,1000,0.925368327551757,0.503356753329836,0.75031453676521,0.0294441698284207,0.472217999457481,500,0.13443442170788547,0.26161138594981637,0.34557168688718964,0.23582710018008723,0.28,0.855956745730381
aj,ɔ,1000,0.889083383233179,0.348171225652563,0.462987902251363,0.0611195134993525,0.629400246788083,500,0.3085624346295185,0.40311920963529946,0.4382993928884384,0.35927382667661023,0.298,0.8568684687956503
aj,u,783,0.95263572739979,0.526995210042939,1.02806054156967,0.0137842752626931,0.357700032603461,283,0.08376463690831458,0.12658185044282744,0.1884853366469641,0.14751139248121203,0.13074204946996465,0.6321587105384543
aj,uː,1000,0.943539583113323,0.628876831454542,1.2288221502355,0.0218431518696254,0.292637057257413,500,0.09710818303603212,0.14132049434193725,0.1674952259978787,0.12178705812628023,0.158,0.7254522136950723
aj,ʉː,1000,0.96190324436907,0.640398008454138,1.05563574356589,0.0139250734162564,0.347971136560382,500,0.06603418735934488,0.1055938419099335,0.1387599225184818,0.15286344652183662,0.166,0.5920841297289683
aj,ʊ,1000,0.918622598195299,0.512891536579975,0.714448524674132,0.0256379557060293,0.489461963577057,500,0.231965634766386,0.31071547898425483,0.3293352675962924,0.2500999928115397,0.29200000000000004,0.8300148807354284
aw,ɐ,1000,0.81624184914622,0.168243233490556,0.202090012837473,0.0698942668704514,0.817021382219367,500,0.48506051889892665,0.5778031425574854,0.6696250750967396,0.5417821674966362,0.44000000000000006,0.9585144253070826
aw,ɑ,1000,0.763727046843387,0.100286405826398,0.196884193526198,0.101812017295067,0.821285738010985,500,0.5552006625779898,0.7234643080479215,0.7856525878620618,0.550209962975275,0.49000000000000005,0.9501600358280146
aw,ɑː,1000,0.825706923526642,0.15664115785113,0.199190428815703,0.0774871491827038,0.819393842276109,500,0.3528705657693343,0.5008110202961441,0.565434463192851,0.5523029162257741,0.444,0.8440965353901161
aw,ɒ,1000,0.858518041600103,0.315536654880646,0.373676529408319,0.0453637652828688,0.688199488124214,500,0.29702211771865755,0.4597729887596401,0.5309145944681135,0.40972312416886025,0.37,0.7990315828234176
aw,ɒː,939,0.912053691554698,0.463991537515682,0.61200761153307,0.0361823433043442,0.542261125859783,439,0.1573573328799583,0.24426774344883778,0.3132616944800922,0.2746126299699644,0.24373576309794986,0.754335666202087
aw,e,1000,0.931863157675016,0.678909824429539,1.36453101984219,0.0188170837995952,0.255500472546713,500,0.03790342014588111,0.053080887611478805,0.074108705000749,0.10304071087962648,0.096,0.7717088379386005
aw,ej,1000,0.97561608414869,0.682062173465992,1.30095690057676,0.0059970741741512,0.27227113193734,500,0.03154525389549049,0.059401231988769884,0.08840368692036533,0.11313876631701723,0.11399999999999999,0.7747931484270733
aw,ə,1000,0.921186187878235,0.497873553239792,0.608786854083093,0.0260161463837478,0.544010432955489,500,0.21554584216145908,0.29665996198903644,0.34795757810071504,0.2801242842005171,0.264,0.9157042723747034
aw,əw,1000,0.875129084278519,0.333179680368094,0.365289518262751,0.0469751130131007,0.693995697360869,500,0.3278737866470528,0.44518761180499355,0.5061940864388905,0.40034350327992696,0.46,0.9251892080335149
aw,ɛ,1000,0.920599906174945,0.412481358859663,0.491196722715229,0.033475939069622,0.611893688772597,500,0.22109025310934732,0.3094276538842561,0.37855376252451856,0.32676185099071225,0.30800000000000005,0.9061936750295011
aw,ɛː,845,0.912155159122476,0.44080621140142,0.564416678413661,0.0266623289909465,0.568691780215033,345,0.2375383670561949,0.36630022475519664,0.41354282239639273,0.2854351044072669,0.20869565217391303,0.8839928502201438
aw,ɚ,1000,0.963132847612058,0.667511236961149,1.25518529872173,0.0136667547941677,0.285023028928006,500,0.04809671363328927,0.08176152286044656,0.12036286188847281,0.11447570674556644,0.16000000000000003,0.6686672990119259
aw,ɝ,1000,0.962213755328052,0.659164802622379,1.18566016030116,0.0106925761955906,0.305544404617988,500,0.06918263204879234,0.14085369139121987,0.19510154739458846,0.12863465792401071,0.19,0.7380154601861807
aw,i,1000,0.941746572203905,0.713951749925539,1.50427239286209,0.010351461982503,0.222178893983263,500,0.029807859380853383,0.04634298507033624,0.06176989880287056,0.08824954713361595,0.07,0.691444392805011
aw,iː,1000,0.980963426312229,0.755819194306991,1.81725593570949,0.0094031787303012,0.162470970587467,500,0.011880268665837567,0.02145141004825757,0.029852280937258308,0.05850981580540549,0.06,0.6293819338610955
aw,ɪ,1000,0.971187899860419,0.64009456361263,1.07438652233665,0.0127943396420409,0.34150719808809,500,0.08528690868831748,0.1276639856225448,0.1669931336351608,0.1493960778049755,0.146,0.7483784673343956
aw,o,1000,0.906470601627783,0.489579318612882,0.741287946162292,0.0466635162113206,0.476499814034279,500,0.16031438745970422,0.23958382015991153,0.28513230785649546,0.22654703331959677,0.276,0.8950555838061375
aw,ow,1000,0.851184835732462,0.405096809353155,0.521092035911841,0.0589692523445095,0.593871664547968,500,0.2149891076478981,0.38352440173400765,0.47497281892167587,0.3194515962913231,0.376,0.8357613980466164
aw,ɔ,1000,0.822858290029989,0.308474566595479,0.366840214628112,0.0802507489788896,0.692920354735832,500,0.3637973441478098,0.4621336931909967,0.5160404609949384,0.39817494480398113,0.354,0.930405020250656
aw,u,783,0.922026692173055,0.594732188104621,1.19081439062186,0.0268946666498939,0.303973609979548,283,0.06460312733631056,0.0931867532958642,0.13811327833401488,0.11156335909633608,0.10600706713780919,0.647618712481919
aw,uː,1000,0.930186060514531,0.688402777403875,1.47928091506214,0.0293550888832053,0.227801438084734,500,0.058411593274170254,0.07911161531430455,0.10092758506843254,0.085677511538271,0.092,0.7749120442839664
aw,ʉː,1000,0.975783590977921,0.707533536852329,1.38393912510754,0.007911829805401,0.25058950293986,500,0.027041298719490986,0.04628730241683154,0.06662308456390534,0.10137124968781293,0.088,0.6014078998502699
aw,ʊ,1000,0.938766297378187,0.603834722227657,0.953885753778847,0.0188282980393252,0.385241159000377,500,0.1330100236541496,0.18790168340072017,0.22435132096045723,0.17863238212921712,0.22200000000000003,0.7689251344613196
ɐ,ɑ,1000,0.843531479723435,0.20712970071295,0.267322695329346,0.0681385624648124,0.765426032202758,500,0.4564592468742812,0.5829277728023148,0.6492027240840952,0.4745653551247128,0.374,0.9325152161150875
ɐ,ɑː,1000,0.881101530748818,0.287267734736277,0.363872864839092,0.0464489505345493,0.69497954546289,500,0.30484669383446666,0.40827988126960607,0.4700444406823504,0.41293242242826483,0.398,0.7650854844774281
ɐ,ɒ,1000,0.877662438023063,0.287505104025714,0.359836777834073,0.0516282663291392,0.697790211606157,500,0.31690159605184604,0.4785445200766946,0.5663851046686134,0.41573781047278263,0.358,0.8306932109398394
ɐ,ɒː,939,0.935878422001768,0.425107553536071,0.57538870260678,0.0271460978812176,0.562486186461555,439,0.1662176529221943,0.24710738373191998,0.3128772435775099,0.30469835225048725,0.2824601366742596,0.8638976472923495
ɐ,e,1000,0.922661801276607,0.579804892208949,1.01891896373084,0.0235029663721609,0.360984967160557,500,0.1356249113259592,0.16183551829974668,0.19185346012014332,0.1597338602039227,0.20200000000000004,0.7387948218379691
ɐ,ej,1000,0.947016009206827,0.573974598132266,0.904885211520908,0.0182546368677789,0.404588324516043,500,0.09808858181082974,0.13910710089003575,0.18010959572352264,0.1910008490548186,0.17400000000000002,0.6994624730690869
ɐ,ə,1000,0.870524929369248,0.246715628654742,0.256733920329927,0.0401550756857957,0.773574018703654,500,0.4539860812597277,0.5163517675950391,0.5702904534999802,0.48315550676159263,0.40800000000000003,0.8480356353008761
ɐ,əw,1000,0.855169983590141,0.155584321091688,0.219210308413833,0.0528076123605937,0.803152790601349,500,0.5530993939715496,0.6108904224860688,0.6864341987958742,0.5281305697489761,0.466,0.9647054649024723
ɐ,ɛ,1000,0.869994527914352,0.266973332262093,0.284663713707191,0.0645555713037819,0.752267188931945,500,0.3183898119124974,0.40707259647016625,0.46754638969838047,0.46572949718181433,0.342,0.9666817059490593
ɐ,ɛː,845,0.908768204899508,0.272318138889015,0.337880873297959,0.0408873510448617,0.71328025356158,345,0.33854103601957897,0.43003586017757206,0.5098340380705058,0.4193612222422213,0.3130434782608696,0.8569261353234823
ɐ,ɚ,1000,0.911746856917581,0.488773987187017,0.741513078679066,0.0190201203111484,0.47639255050661,500,0.18453208289961107,0.24790417814884425,0.2953548966870171,0.22929597507108837,0.30200000000000005,0.7541173876755957
ɐ,ɝ,1000,0.927446098417525,0.524892565235429,0.744894291701337,0.0196259189636651,0.474784485947568,500,0.18684101257248031,0.2912439771984485,0.36708010432240945,0.23278277526956886,0.352,0.8660151673794513
ɐ,i,1000,0.955571368228763,0.618587214203992,1.04248426585899,0.0198077667350515,0.352577696343433,500,0.09798461411442949,0.13826641350982596,0.16783396533946093,0.15961567771978863,0.15600000000000003,0.6160314907880644
ɐ,iː,1000,0.973712844182561,0.688380076170127,1.36233973539206,0.0049815131933658,0.256060960629339,500,0.03888970966039067,0.05839600671273358,0.07733674318623449,0.10329757442846753,0.10200000000000001,0.6897846556883425
ɐ,ɪ,1000,0.944880703525734,0.464004952756995,0.607949011224284,0.0204206986592567,0.544466419207596,500,0.20798430032293033,0.27147248216982267,0.321232388112835,0.2884278418988546,0.256,0.7451206639763533
ɐ,o,1000,0.826712219946561,0.33968091227684,0.54712229266312,0.068829307628608,0.578612494294261,500,0.36558277837442926,0.43235455049030697,0.4590488962185266,0.30620007697422663,0.378,0.8439954459572431
ɐ,ow,1000,0.855419564517843,0.27030943268614,0.380775580748195,0.0678359571283717,0.683331225095811,500,0.29475842161359794,0.45248917645128023,0.584614673524167,0.4030129107960784,0.356,0.8505409647956851
ɐ,ɔ,1000,0.837666675692367,0.210758536770052,0.29835029346927,0.0631191086756413,0.742041361973147,500,0.5080442396206343,0.5707766030135895,0.6290546140811142,0.45991880569932353,0.40800000000000003,0.8789400117689767
